赚,半数嫌贵
葋,花前月下听韶声
葋,花前月下独吟诗
葋,花前月下听乐声
葋,月下亭中听韶声
眉,声泪俱下
眉,峨嵋山下无人行
笿,阁中惟见松篁影
从,少先队队旗飘扬
从,人归落雁后
从,春节三日重相逢
从,积累点点滴滴，方可发光发热
从,一届人大
从,春节三日有人来
从,众人已离开
从,人才出众
从,敲竹杠
从,先天不足后天补
从,一人为大家
从,有你有他，唯独没有自己
从,减去一个，孤单一人，加上一个，成伙成群
舳,孤舟由西来
舳,一叶扁舟由西来
舳,由此船出发
垒,三请高参定是非
垒,台上无人坐，三番请上台
垒,几片残云缀空中
垒,遥看群峰寺半遮
垒,群山远影接边城
垒,三台一品逸城边
垒,几片残云落城西
麾,麻毛
麾,树上斜枝半遮麻
泖,湘西春尽柳萧疏
緐,海水退去，残红犹在
緐,每到梅前总系念
緐,每到梅边总系念
譢,遂与韩信说
譢,遂言
譢,言遂心遂
譢,遂信
譢,遂言不和
譢,遂信无人
面,一根木棍吊个方箱一把梯子搭在中央
面,此字不难猜，而且不分开
面,百里不见一架梯子
面,而今三请才露脸
面,此字不难猜，而且分不开。
面,一日硪话
面,一字两部难分，而且越抱越紧
面,合二而一
琢,中国猪种
琢,国家内部调整
菰,孤儿失踪在花前
菰,孤子梦中苦吟诗
菰,孤独在花前
菰,孤灯一映映花前
送,一声去也
送,建设边关须尽力
送,兰舟一去人独归
送,退出山间守函谷
送,山月随小舟
送,首先到达来饯行
送,前头遇见鲁提辖
趁,人须边上走
趁,人需边上走
趁,飘飘柳丝伴行人
刊,无人无牛不及犁
刊,上海境内
刊,刀来盾迎
刊,干在前，谋利在后
刊,干在前头，谋利在后
霍,雪落横山小雀藏
禣,刚刚到村里
秹,千里来人任组织
雘,又见落花满地红
第,个个上弓
第,个个用弓箭
第,张弓搭箭射向前
第,张弓搭箭射入竹
第,张弓搭箭射前方
第,个个上弓弦
烂,初春雨里展新颜
烂,火阑化贝
烂,烧着一半
烂,炉火纯青
烂,秋后又闻王者香
纃,衣着齐整
襁,强弩之末，服务之初
拇,游子衣焉出
述,春光一点透秀出
述,走到村前星已斜
述,差点着迷，有点着迷。
述,有点着迷
茚,章节紧凑
烤,欲知其所以然
烤,5位老头围炉边
烤,亡父有灵灵先去
烤,火后凝思
烤,秋后统考
馆,吃官得饭
馆,炊事员
馆,食官不见肉
馆,吃官
馆,食官
宣,塞北早变化
宣,一旦高官广告之
宣,拂尘直指老军身
宣,有一朝宝玉出走
宣,一枕初寒到明朝
宣,一做高官旧貌变
宣,无恒心安得上进
宣,宋元明清后
宣,不是冤家不聚头
宣,宝玉出走，云香私奔
宣,没有恒心定落后
宣,立下恒心始得安
宣,人空伫兮达旦
宣,塞上日出云半遮
宣,行者初上天宫真是横行
菅,二十弹冠仕
菅,个个尽管放宽心
堇,既出全勤，当出全力
堇,言必力行称勤谨
堇,上蔡、且未、巴中、二连、石首
堇,跟随王侧浑难辨，究是周郎抑子瑜
慵,有心却懒惰
慵,用心克制惰性
慵,用心克制懒惰心
慵,惰性
灯,大小起变化，银花开万家
灯,小革新带来大变化
灯,《火星叔叔马丁》16集
灯,南斯拉夫
灯,离别亭前笛声切
灯,一到火边要小心
灯,大小交错
灯,一声等，独望烛，待到秋后尚零丁
灯,打不还手把火压
灯,秋日香飘水云间
灯,大小参差光照人
灯,烛光帆影云水间
灯,大小巧安排
灯,大小调整就明了
灯,小改革带来大变化
灯,小调整带来大改变
灯,小大各有依
灯,大变体、小变体
灯,用火一定要小心
公,去掉上边，只剩下边
公,山痕宛宛能助眉丰
公,断云疏雁影
公,双扫修眉画远山
公,窗中列远岫
公,行者休于树
公,人在台北两分闻
公,山低雁影遥
公,远山眉月悬天末
公,鼻如悬胆两眉长
公,未展双眉望远山
公,山是眉峰聚
坏,改造社会高起点
坏,旧时时光不再来
坏,上一环接下一环
坏,杜门不出自清闲
坏,地上一行似鸿迹
坏,不在五行中
砖,红学研究终成家
砖,厂方专有
砖,转车去石首
砖,陈抟袖手枕石眠
秲,香移寸土到堂前
秲,香烟戒后去寺前
秲,香烟戒后僧人至
秲,香烟戒后去寺庙
秲,香酥两可去寺前
秲,香烟戒后僧虔信
忙,盲目行动心变态
忙,忘得变了样
忙,盲目外流恨当初
忙,故事引出一段情
忙,前情既逝意反空
颠,真题
婷,如到南京，一定相会
婷,安乱之后可一统
荪,劳苦在前，享乐在后
闺,半间房屋半堵墙
闺,街中闯出一匹马
闺,娃子好出门，听得唤归声
闺,甘守空阁解恚心
闺,自街中走向家中
行,残灯一晃人影重
行,街头街尾
行,何方飞来一箭
行,街头街尾且漫步
行,白首雄心一丈夫
行,街中积土须清除
行,一箭射来何方躲
蓁,二十春秋
蓁,二十春秋配
饯,金钱不能当饭吃
饯,餐罢交钱羞阿堵
育,烘云托月
育,皂罗笼却水晶球
育,云破月来
育,月上高台寄芳心
育,皓魄高悬浮霭开
育,云遮月
育,孤星伴月一抹云
育,用户至上，服务为先
育,仿佛兮若轻云之蔽月
育,月上有云
育,亭台之上共清辉
型,手术安排国庆前
型,私设公堂
型,负荆堂下念前失
型,开发西域利放后
缺,我一发，皆吓杀
缺,催马空山衣袂飞
缺,马入空山快前行
缺,决定之后心陶然
毽,笔帽不见了
毽,毛坯厂出了
毽,毛遂自荐
蚑,枝头隐约有蜻蜓
蚑,一支蚂蚁翻了身
甡,星星出来太阳落下
缘,异乡遇故人
缘,异乡遇故知
缘,异乡遇故知难聚
缘,异乡遇故知难
理,一去便下地
理,君自故乡来
理,十方之普，莫非王土
理,埋头干
理,独留青冢各黄昏
绦,雾里藏春红一片
绦,终有春光化古冰
绦,涛声客里绕枕边
鳛,羽落岭头一片白
砮,又见美人在石头
跽,记在心上
跽,记在心上，莫为己
矗,三班值勤，不见一人。
矗,一直不弯不曲
靱,刀革之后人变样
靱,刀革之后心变样
坷,边地归人何处觅
坷,黄河水奔流
坷,何人去土生
坷,西域可一统
夜,亭前人伫立，新芽已上条
夜,残月照破衣
夜,一点寒鸦奔夕照，云端斜雁们孤星
夜,六点不到，此处就乱了
槽,有点点糟
槽,西楼一曲明月沉
槽,村头一曲迎日出
槽,阳春一曲
槽,一弯明月落楼前
郯,雨中双燕绕阶前
龄,齿令下
龄,齿令下达
龄,齿令下人
龄,齿令
伤,二人夺走了头功
伤,力争二人巧变化
伤,人人添后劲
伤,人人出力
伤,两人前功尽弃
伤,只因无力母受侮
伤,一人无力旁边站，一人有力上边躺，此事并非不公平，只因受损不健康。
伤,从新布置齐添劲
挖,窗前飞燕探头来
初,剪下衣服
初,一宵分裂缘重写
媚,一掷千金声泪下
喋,一叶飘落人世间
喋,有口一世不露头
遽,不要急着走
遽,不要急着去
忭,水下明珠
忭,芳心欲许卜前情
苅,风中错落花凋零
苅,花前错落两依依
散,半青半黄半收成
散,翻开西服改后边
散,一年三季总成章
散,半青半黄半
散,撒手不管
散,撒手不管难集中
散,昔日别后数月逢
散,撒手不管，难以集中
烁,一点一滴助人为乐
烁,戒烟之后心高兴
烁,秋收之前喜相逢
兄,实现四化
兄,此四方，运不同
兄,先上去后下来
兄,元末明初不统一
兄,少女梳妆懒画眉
兄,一点一点兑现
兄,紧紧儿贴在心窝上
收,纠正改过靠纪委
收,叫来一半，放走一半。
收,铸成大错人非正，曲直旁观论短长
远,小舟初渡如明时
远,还不去拿一元来
远,沅水缥缈去不还
远,次子相随送出头
远,丢这一文得一元
簺,塞上双星映残红
协,纵横联合为改革
协,正是为改革
协,为创新打破固有框框
协,力字加两点，不作办字猜；若是猜为字，还未猜出来。
协,冀中突围，苏南汇合
协,为改革早日腾飞
协,为创新，固有框框必须破
协,进言献计为改革
协,纵横点点一勾斜
协,苦心不忘为改革
协,苦心为改革
协,动力增长十点二
协,上下奔走为改革
嫂,女瘦缘其病缠身
嫂,搜出一半要一半
嫂,老太太
读,偏安计设断桥头
读,汇报销售数，核算进货额
读,千金求良策
读,购既有计，销亦有道
读,大稳定，小调整，合正道
读,讲师钟点费
读,出钱求点子
读,大计划小变动
读,售
茅,吾临二十乐当头
茅,我在花前舞长剑
蒭,花前双燕逐飞来
宇,欲于窗前听雨声
宇,在窗前听雨声
宇,静中横卧听雨声
宇,半掩窗灯独听雨
宇,一到南京听雨声
宇,金陵一带雨声疾
确,危岩半坠月影重
确,《红楼》人物
汲,人行曲径近溪西
汲,三人结伴到江西
汲,江边曲径引人至
剃,弩箭利刀齐向前
剃,兄弟分别后
剃,弟弟头上戴把刀
怨,多半是蛇心
冬,丹心再度客中留
冬,星星初升汉水流
冬,务为改革尽全力
冬,雾中结珠珠欲滴
冬,星星又伴眉月上
冬,重点安装，务必出力
冬,南方寒雾中
冬,新春未至鼓声响
冬,雾中点点透寒意
麦,除夕来日蛤逢春
麦,又生离乱
麦,一生离乱又相逢
麦,冬雪纷飞扬素絮
麦,纵使真心难复前
絮,仿佛远山重影小
陗,当头月照小旗飞
陗,当头明月照东邻
陗,当头月照东邻头
三,人间始暖报春知
三,抛开两边要中间
三,春雨绵绵人去也
三,首次相逢见真心
三,泰山山水尽游人
三,一减一不是零
三,一双
三,春雨断人行
三,真是无头无尾又无边
三,头是一，腰是一，尾是一，其实不是一
三,今日春光人不见
三,断雨残云
三,一一得一
三,宛若平川真心陈
三,头是一腰是一尾是一其实不是一
三,春雨送人行
三,至高无上天下绝
三,阿拉伯数字
三,春日人不见
三,秦王斩了余元帅
杌,暗遣蜡丸媚兀术
杌,无上荣光
杌,独子植树
痰,三两泪珠洒滴滴，琴中暗寄不平声
鶗,白日依旧是鸟飞
睠,眼看卷帘看八一
睠,眼看卷帘头
丁,宁可把头抛
丁,一言为定
丁,打手出界
丁,随口答应
丁,谓之男儿，排行老四
丁,横跨水中央
丁,一勾
丁,一定要小心
丁,不翼而飞
丁,水中一现是男人
丁,上下小心
丁,有手就打
丁,宁可抛头颅，何能失人格
丁,全剧终
丁,小不点顶大梁
丁,有眼看得准，有口咬得紧，有金钻劲大，有火放光明。
丁,大人不在要小心
丁,何需杀人灭口
丁,何必出口又伤人
丁,包头界首
魂,讲鬼
魂,二者勾心又搞鬼
魂,子龙一向心无愧
魂,聊斋志异
魂,司马中原
斑,右军父子同习字
斑,达尔文环球行之后
斑,文长遇王半疏狂
钔,闯出千里奔正西
钔,秋色到空闺
铲,合金六厂
膵,花前月下两依依
膵,月挂花前两依依
膵,花前月下两相依
旷,明月当空照庭前
旷,寂寞空庭春欲晚
旷,春节前到广西
旷,飞将军从天而降
旷,床前明月光
吸,人口控制了
吸,三人合守一方
衄,将以衅钟
膛,月照堂前杜鹃鸣
膛,堂前月挂念牵牛星
膛,堂前明月照归来
膛,月满堂前满月痕
膛,月照堂前两依依
膛,堂前月相伴
膛,堂前月出听堂声
膛,堂前明月满堂前
膛,堂前明月照归程
膛,月照堂前满月归
膛,堂前月挂念牵牛
膛,堂前明月伴三星
膛,堂前月落叶参差
膛,月满堂前满月归
膛,月满堂前满月来
贾,开一半票，提一半货。
萗,宗庙庙前祭花神
鹍,昆虫比翼
鹍,昆仑山下比翼飞
躬,身赴西疆复失土
躬,佝偻
躬,见面施一礼
旬,恰好是一句，不作向字猜
旬,问焉而与言
旬,分明月色若帘钩
旬,包头明月正当空
旬,如眉如钩分明月
旬,无一成句
旬,分明月色若镰钩
旬,一字入句十日思
莼,二十吨出口生丝
禀,京中建起二环道
禀,两口子同入京
禀,上北京，下南京，回来一一向上报
禀,夫人离开南京回北京
舜,岁末年尾增友爱
舜,爱友离别后，岁末年底归
舜,岁末年尾爱出头
隦,迁都之地辟荒土
隦,迁居阶前避乱土
罂,马入空山泪双流
鬲,上下一同搞合作，未来成就在其中
鬲,阵前相遇，保持距离
鬲,振翮欲飞羽未丰
羯,褐衣破落，羞丑难遮
木,一有钱就变样
木,立即成亲
木,收香藏白
木,桃李梅杏样样有
木,挂满梧桐树梢
木,栽树植林，村村有份。
木,公而忘私埋头干
木,课桌椅样样齐备
木,又见孙仲谋
木,莫把金针度与人
木,望江楼头望江流
木,湘水无潮秋水阔
木,9+9
木,十方修行成正果
木,桃梅李杏村村有
木,人一来体现
脚,却教明月送将来
脚,左一伙外露胆怯，右一伙也有退意。中间只有一个去，走的时候撞着地
惚,恍然失色心不安
惚,一心忽悠
惚,一心忽视
惚,忽然间，悔不及
惚,恍然失色心怅然
惚,忽然间，悔当初
惚,恍然失色心朦胧
稘,秋思其意，春思其情
稘,共同庆祝其丰收
稘,秋思其意，春想其意
稘,秋思其意，春想其情
掏,登山勒马蜀中看
幻,遥山恰对帘钩
幻,来是小儿去白头
幻,加鞭奋蹄付约会
暨,文章本天成・卷帘格
戊,音象是五，笔划是五，意是第五
戊,天涯共此时
戊,左悬青锋右操戈
戊,成心不来
戊,点将守边防
眷,思念，是二人目中蕴含的泪珠
眷,拳头没有眼
妓,仆人扛个十字架
妓,支前又续弦
妓,支前又分女
妓,十二女
妓,巧妇何能炊鸡
埃,塞下远山，天边新月
窅,目空一切
仗,十尺汉子
仗,岳父大人
仗,回首望泰山
仗,泰山
仗,文王十尺
仗,岳父
仗,一落千丈
跬,桂东上路，各回武义
开,搬弄是非
开,弄清是非
开,昔日已去今翻身
开,搬弄是非合不来
开,同心干
开,点滴积累放手拼
开,两岸同根
开,一直去干
静,到了五点，自然清净
静,松篁斗翠
静,雨后春笋
静,情急无心垂钓钩
静,翠竹竞茂
驮,一骑差可负千斤
驮,一马当先大有可为
驮,一马当先，大有干头
驮,马大张口
驮,一马当先大扫除
驮,一马当先，大有可为
驮,马大哈
驮,一马奔驰天下去
努,离婚之后劝重合
努,夺头功又是半边天
努,好戏初排劳下属
琰,一统江东炎始立
坑,几度易主
坑,几度国庆会北京
坑,国内改革知多少
坑,冷坑尽是土
坑,几度易主尽骗人
柠,金陵城上西楼
柠,丁字帘前是断桥
柠,残春一夜梦金陵
抖,挑起冲突心胆成
抖,找到一半，始料不及
抖,合拍共斟话甚多
抖,半窗斜掩半窗开
抖,拳击
冤,如玉冰轮牵尔心
冤,兔子戴帽，无辜被告。
冤,晚桥落日一星浮
冤,兔儿头上戴顶帽，满腹苦水无处申
凝,疑点难分辨
凝,疑点难解
沼,昭君离日挂泪痕
沼,韶音隐约起三更
沼,梁上双燕飞堂中
沼,小舟漂泊水一方
刍,慧心独运争先进
刍,报废绉纱心着急
嗟,只差八字未写
嗟,只差八字没写
仁,乍分离，一去杳无迹
仁,其中有人乐山来
仁,其中有人作伴
仁,夫人走他也走
仁,二人集合，莫猜天与夫
仁,仙山隐没云脚下
仁,二人转
仁,夫人走，他也走
仁,有史以来便这样
仁,二人东西排，不作从俩猜
仁,三星归位
仁,没有一点口信
仁,二人并立不是天，你当夫猜也枉然。
仁,佳节重阳会乐山
謱,十女正在言相投
蔁,二十三立日
蔁,花前独立日
孔,张口而吼
孔,因与义儿有勾当，掩乳爪痕恐声传
孔,张口就大声喊叫
孔,孤子之钩以为隐
孔,稚子敲针作钓钩
孔,老鼠上钩
孬,不求子女伴膝下
孬,就这一个字写不好
孬,好坏分清是非少
莺,鸳鸯架草桥
莺,积雪桥下藏鸳鸯
莺,朱雀桥上野草生
莺,芳草小桥歇鸣禽
偎,天不怕地不怕
偎,人言可畏休多言
螀,小将率先到闽中
蕣,岁末年尾花前会
苜,上苍有眼
苜,眼前一片绿茵笼
关,两点以后二人来
关,碧空双星照紫荆
关,天际两蛾凝黛
关,在天愿作比翼鸟
关,天上倒八字
关,人人见了笑
关,无奈之下去自首
关,私后终出丑
关,丫头留日打官腔
关,淡扫蛾眉朝至尊
关,送走不再见
关,两点天上来
关,两全其美
棚,又见月影满西楼
棚,月临枝头杜鹃鸣
棚,月上枝头杜鹃鸣
棚,同胞去后柔肠断
棚,二月春开始
棚,西楼遇上杜鹃鸣
棚,一对杜鹃鸣枝头
棚,西楼月影重
棚,杜鹃叫落西楼月
棚,月上枝头杜鹃啼
赏,当前冗员有几多
赏,前有子牙，后有子胥
赏,子牙在上，子胥在下
膭,清辉一出值千金
器,哭后对方闻泣声
器,一犬吠形声四起
器,人要有一点品格
器,四方来合作，贡献大一点
器,古梅林下放声哭
器,小两口哭成一团
器,格格见面抱头哭
器,一家四口来合作，贡献大一点。
器,一人分配四平方多点
器,人要有一点好品格
器,一只狗四个口
器,夫妻对泣
器,流眼泪对流眼泪
器,四方围住一只狗
器,二女相对泣
器,四方埋伏不见人
器,四方来合作贡献大一点
器,四个嘴大一点
器,走四方装点天下
器,君泪盈，妾泪盈
器,一犬吠形，四方响应
器,双方离别泪纷纷
锻,一段秋色
锻,黄金时段
锻,段钢
锻,段钢丝
锻,一段秋色浑如睡
锻,一段秋色下西楼
锻,黄金一段
硈,岩下士在
泅,人在水一方
泅,阵雨洒窗人独栖
泅,口水也能把人淹
泅,西湖囚
泅,西湖囚犯
膂,上月连升三级
膂,旅行之前来相会
膂,旅行之前有目的
膂,旅行之前来个月
膂,明日去旅行
膂,明日去旅游
页,斜风细雨不须归
踹,包治气管炎
飺,这一食物不多
飺,这是第一食
兹,空山幽兰一一开
兹,小二黑结婚
兹,山下幽兰一一开
兹,空山二度觅幽兰
兹,有心为喜
兹,幽兰一一山中隐
兹,时维九月，序属三秋
兹,首先乡乡起变化
兹,众妙之门
兹,拆除磁石
兹,请母亲放心
鲭,且请君来山东
鲭,且请君来山东游
蒑,残花一片殷
蒑,残花一片殷勤人
蒑,残花半簇殷勤人
帔,平波流远见孤帆
松,画眉楼台前
松,云楼半开雁阵疏
松,两弯眉画远山青
松,苍劲虬盘独占高，根藏岩隙赖天浇。偷闲云外唱孤标。信是擎天称汉子，爱当立地涌春潮。含泉润土治贫硗。
松,此银杏树不结果
松,雄立东方
松,放翁为人正
松,枫树无风，旁边有位老公
松,窗中远山满春色
松,国有林
松,总把春山扫眉黛
松,雄踞东方一大夫
松,云脚低垂三五树
睎,眼前唯有孤帆在
睎,眼前唯有孤帆影
睎,眼前唯有帆影在
邹,波光皱水面，耳畔荡舟声
邹,心急如焚插队前
邹,边陲事急心如割
邹,列队行人归心急
邹,隐退之心反覆思
鐇,秋色满金番
鐇,一番秋色
范,雨过上林暮色鲜
蘼,靡音二十载
蘼,靡音二十首
蘼,花前独立非草径
蘼,靡音二十年
謴,顺言
謴,一言贯中
謴,顺口溜
熄,制怒
熄,关灯之后心自安
熄,点滴自在人心头
熄,自已多心不发火，刚一发火火气无。
熄,戒烟之后心自安
酣,酒后一年生
酣,酸甜各半
忿,汾水横流映残月
忿,思想不集中
忿,别时茫茫江浸月
刷,下幕不要古装剧
刷,男儿拼死带吴钩，血帛裹尸不识愁
刷,斧对钢叉棍对枪
刷,残月孤帆在东侧
刷,山水之中半展帆
刷,错把残月当孤帆
洒,设酒杀鸡迎贵宾
洒,此曲只应天上有
洒,西边有水
榈,小两口持家十八载
艽,生日适逢二月闰
艽,八一纪念
艽,下乡传艺来
伯,先生依旧会高升
伯,千里挑一百里挑一
伯,归心依旧到白头
伯,父兄
伯,无人不拍手
伯,千里挑一，百里挑一
伯,千分之一，百分之一。
伯,百里挑一人
伯,千姿百态一一开
伯,千姿百态一一现
伯,一一相寻千百度
伯,左边九百九十九，右边九十九。
伯,一一亮相，千姿百态
伯,百里挑一，千里挑一
伯,千虑一失，百不得一
伯,千百字乃一一写就
伯,昂首向前雄心在
伯,独自怎生得黑
鮈,句似无心垂钓钩
轹,夺得冠军心自欢
轹,古稀之年喜相逢
轹,车轮碾压所感染
轹,古稀之年乐当头
轹,古稀之年乐开怀
黍,千里人归函谷中
钊,收禾获利在初秋
钊,收禾获利得金
钊,西来一扁舟
意,一心向往到西部
意,一心支援西部
意,明月无心空流泣
意,一听声音悲伤起
意,一心挂在产量上
梧,春亦无言语
梧,五口之家，外种一树。
梧,五日之家外种一树
梧,人到五十方团聚
梧,我在楼头望八方
梧,更无言语空相觑
梧,欲语无言目相送
梧,欲语无言上西楼
梧,此吾未解者一也
梧,月儿圆时人方归
梧,禅心几度悟禅机
梧,欲语无言倚楼头
梧,赏心只有二三枝
梧,赏心只有两三枝
梧,处方药物俱齐全
梧,松杏参差三两处
涧,闽江残照飞虹出
涧,门前溪水映朝阳
涧,日落池边映小扉
涧,门外长流水，门里出太阳
涧,门前长流水，室中别有天
涧,乱山环合水侵门
涧,日落江畔消闲心
涧,择日门前挂三星
涧,扉掩杲阳水溅声
汪,重点主要搞改革
汪,与君别后泪痕在
汪,君住江之头
汪,立冬前后又逢君
汪,新安江上一桥横
汪,羲之临池去也
汪,江边全无人
汪,溪边横山带影连
汪,黄河之水天上来
汪,二十三点闻犬吠
汪,江东西湖天下无
賯,赊出一半要不得
类,稻
类,并粮一人生
类,可人不见倚楼处，春去也，妾空挂
类,相关链接，一目了然
类,大米堆
类,楼前独自泪斑斑
萼,亏得双方又重逢，花前月下再相会
檬,刮目相看吕子明
鼘,鼓声起兮鼓声扬
鼘,鼓声犹带鼓声来
鼘,鼓声依旧鼓声扬
鼘,鼓声起兮鼓声响
鼘,鼓声依旧伴鼓声
洪,共聚江西
洪,君住江之头，我住江之尾
洪,共建江西意义大
鱤,钓钩垂下心头憾
懑,心怀左江两挂念
虼,依山屹立观帆影
虼,一气之下到闽中
虼,吃下螳螂难咽下
虼,同流合污，沆瀣一气
蹬,登上登山望远山
辨,两边真辛苦，点撇在中央，用心来区别，字形不会忘。
床,有子要作飞将军
床,前面有村庄
床,寸土不让保村庄
床,离休之前，进厂蹲点
床,木石前盟真多磨
床,飞将军得子
床,寸土不丢保村庄
床,村庄已无寸土在
床,人已退休，心中爱厂
床,麻木不得
床,庙前古柏掩古道
床,落后村庄变了样
圪,中气一时不足
陌,一抹斜阳阜影长
陌,一叶遮斜阳
陌,东郊一路梨花放
陌,寄语边防献赤心
陌,一到阵前心生怕
陌,一统中原树大旗
陌,五十对耳朵
陌,独其言在耳
墟,虚假之地
墟,不实之地
糂,甚有余粮
糂,甚有粮食
糂,甚有粮可耕
糂,甚有粮可种
蚬,一叶扁舟入望中
琚,宫
琚,君且住
纛,素来少离合，用格多直解
軡,如今已是七十多
粡,一同携手同米芾
粡,一同外出吃粽子
臞,瞿然乍见月当头
菽,夫弟弱冠恰少年
揠,日女相携手
深,半写江村对愁眉
漆,清辉北照人怀春
漆,舍南舍北皆春水
漆,村前河边人戏水
漆,江西来了东北人
漆,江畔柳边人戏水
萸,人逢故旧吐衷心
瞄,巩固冀中、保住苏北、攻克湘东
瞄,环山草色映秋波
瞄,眼看田上长青草
瞄,力入度穴驱虎子
瞄,改变旧观念
操,三方联手植树
操,变相收回扣，终被罢了权
操,三方携手脱困境
操,变相回扣放桌下
操,三方协作，提前破了无头案
操,三方携手共植树
诂,归而告之
诂,文言还是方言
诂,史
诂,筹谋有方
苲,昨日花前听琴声
苲,昨夜花前听琴声
苲,昨夜花前听筝声
苲,昨夜花前人独立
苲,昨夜花前独自赏
苲,昨夜花前独自念
苲,昨日去花前
苲,昨夜花前见
萩,一半绿，一半红。
咄,远销海外
咄,太平门
咄,运销海外
咄,出手绝招放飞刀
咄,河心叠映双峰影
咄,减员之后重上岗
咄,河心映双峰
褓,衣着入时保清静
褓,依依难舍保边关
褓,有人依靠保密
褓,衣着入时保清洁
褓,确保有衣穿
褓,依依难舍保边疆
褓,衣着引进保安全
岷,不靠仙人靠群众
岷,山民被压迫害
岷,山民被压迫害怕
縢,团圆月系故乡心
剥,如镰残月映湖中
剥,轻舟裁浪近横山
剥,横山断水别前行
剥,山水变样别后逢
饼,与君团聚同开筵
碀,石争
碀,岩溶争夺
碀,破石夺水
碀,破石成山
碀,石争气氛
碀,岩下竞赛
碀,岩下竞争
碀,礁前竞争
汜,水蛇
汜,早先失利后，拱手割香港
汜,马前泼水
设,毁誉参半
设,毁誉兼存隐射声
定,一点爱心献足下
定,三起三落不为己，清正但求实当先
定,足下携一家前来
定,宝玉出走装下人
胱,团团冰镜吐清辉
舦,飞舟一叶入太行
舦,飞舟扬帆向太阳
麖,北京附近有一鹿
麖,京中犹有梅花放
麖,北京附近有麋鹿
麖,北京附中有一鹿
锡,易寻金矿难觅到
锡,一旦有钱就不错
锡,易寻金矿难觅光
锡,秋来易主
锡,易寻金矿难寻找
釪,自金于人
釪,干到秋深人不支
抑,压缩人口
抑,用手向下压
骞,千里塞北曾为使
聒,诸葛如何胜群儒
算,竹短草长入目来
算,竹高草低秋波里
茽,仲谋二十载
邅,送走云长便回来
遨,敖头包尾
遨,还不去敖
龠,吊脚楼前听音乐
龠,为音乐，退隐江湖。疏篱前，双方合奏笑傲江湖，笑傲千古
疖,星旗猎猎任翻飞
呗,动员
呗,小吹唢呐燕低飞
呗,方团圆，又分居
呗,国外难团圆，分居东西方
讛,八方言艺
讛,八方来合唱
讛,说唱表演
治,十月湖光伴远山
治,含远山吞长江
治,含远山，吞长江
儿,四顾渺无际
儿,莫让杜兴做鬼脸
儿,再有三日是元旦
儿,四方相聚上元节
儿,鼠头虎尾
儿,人初面，礼先行
儿,走四方
儿,流水行云飞直下
儿,点点滴滴成百万
牖,浦东住宅连成片
牖,片星残月照宅前
牖,片星残月照栏杆
牖,片星残月照长门
牖,片片残花落屋前
牖,片星残月照长桥
找,把我摧残
找,我先走了
找,我头可断身可裂
找,分手之际踏歌声
幅,四方同心帮后进
谡,奇文正写画中态，简语还读空里书
髦,幽篁叠影参差散，新月一弯依旧长
哆,七嘴八舌
哆,多方合作
哆,连夜吞下便发抖
哆,堂中夜夜常相伴
哆,名动四方一夜间
钦,赤字
钦,似卿声，非卿声，失身钗断后，无奈舍前欢
钦,没有钱
钦,似卿声，非卿声。失身钗断后，无奈舍前欢
钦,不见前欢独对秋
钦,木水火土
钦,则财用不足
赗,冒名顶替贾客人
衫,人影依稀走洛阳
衫,青丝几缕拂袖边
衫,竹叶纷纷落裙边
衫,年年年初换新衣
衫,弱柳从风疑举袂
衫,林疏影自稀
衫,东风刮前裙
戆,意图先去扭败局
佚,征夫白首雄心在
佚,不计个人得失
佚,不记个人得失
佚,个人得失
佚,丢开个人得失
佚,与君偕白头
佚,一会此人已十载
硝,昨日离矿东，明日来码头
硝,小厂明月照石头
赧,服装逐月更红艳
格,雾中楼台半隐现
格,疏条错落拂窗前
格,楼台半掩入雾中
格,树旁有路在脚下
格,路旁村边两依依
格,楼前眉月，又照河中
格,楼台半隐入雾中
格,路旁植树
格,阁中春长驻
格,内阁首相
格,紧锁闲门绝上客
格,已非三月弹冠客
格,有客弹冠扶杖来
格,务必先到村前方
格,春归在客先
辂,方入雾中即转头
賨,高宗赏识之下
賨,高宗赏识之子
賨,高宗赏识之
痴,中医偏方除病根
痴,病从口入
痴,厂里求知点滴增
坜,增加厂内生产力
坜,历经沧桑
坜,厂里增加了人工
坜,增加厂力
囊,广为收罗蓄水能
囊,广为收罗总是为
囊,广为收罗总为先
谶,将来能应验
枪,上苍空蒙半遮林
抡,无须拽日有鸿来
抡,人持短剑舞，出手变化多
怂,一对恋侣同心结
怂,一对心上人
怂,得人心者得天下
怂,二人结同心
怂,飞燕双双向灵台
怂,得天下者得人心
怂,一叶孤舟沉水底，两行归雁趁潮飞
怂,二人同心
竹,本来就不聪明
竹,笨头笨脑
竹,两个念珠
竹,一角买到一枝笔
竹,二个
竹,本来就傻
竹,南天一柱柱天南
竹,个人得小头
竹,笙箫管笛样样有
竹,左一个，右一个，两个一齐来并坐
竹,写好毛笔字，个个紧相连
式,对照看来有点左
式,江东代有人才出
式,进言作参考
式,似见七星天际横
鞮,改革日见成就
鞮,是革新也要革新
鞮,改革日见成
鞮,改革日见成效
嫖,两妾要分居
銊,戌时方黄昏
颢,景色宜人须入笺
颢,景色宜人须小心
鑮,献点爱心十分多
鑮,献上一点爱心
烊,隐明灯而未前
锩,一卷钱
锩,锋芒逼人卷后宫
锩,锋芒逼人卷后尘
锩,秋波卷来
逆,初一无月照客舟
